Clase,SubClase,Rubro,SubRubro,Cuenta,Nombre,GLA_DESCRIPTION
EGRESOS,O & G,OCCUPANCY,,521001,AGUAS ARGENTINAS,Office expenses
EGRESOS,O & G,OCCUPANCY,,521002,METROGAS,Office expenses
EGRESOS,O & G,OCCUPANCY,,521003,LUZ,Office expenses
EGRESOS,O & G,OCCUPANCY,,521004,A.B.L.,Office expenses
EGRESOS,O & G,OCCUPANCY,,521005,ALQUILER INMUEBLES Y COCHERAS,Rent Expense
EGRESOS,O & G,OCCUPANCY,,521006,EXPENSAS,Office expenses
EGRESOS,O & G,OCCUPANCY,,521007,LIMPIEZA,Office Cleaning
EGRESOS,O & G,OCCUPANCY,,521008,SERVICIO DE SEGURIDAD,Office expenses
EGRESOS,O & G,OCCUPANCY,,521009,ALQUILER COCHERAS,Rent Expense
EGRESOS,O & G,OCCUPANCY,,521010,GASTOS DE MANTENIMIENTO,Office expenses
EGRESOS,O & G,AMORTIZACIONES,,522001,AMORTIZACION MS.Y US.e INSTAL.,Depreciation Expense
EGRESOS,O & G,AMORTIZACIONES,,522002,AMORTIZACION MEJORAS,Depreciation Expense
EGRESOS,O & G,AMORTIZACIONES,,522003,AMORT EQUIPOS,Depreciation Expense
EGRESOS,O & G,AMORTIZACIONES,,522004,AMORT INSTALACIONES,Depreciation Expense
EGRESOS,O & G,AMORTIZACIONES,,522005,AMORT HARDWARE,Depreciation Expense
EGRESOS,O & G,AMORTIZACIONES,,522006,AMORT RODADOS,Depreciation Expense
EGRESOS,O & G,AMORTIZACIONES,,522007,AMORT SOFTWARE,Depreciation Expense
EGRESOS,O & G,GASTOS DE OFICINA,,523001,CORREOS Y COURIER,Delivery & Postage
EGRESOS,O & G,GASTOS DE OFICINA,,523002,ART. LIBRERIA OFICINA,Office Supplies
EGRESOS,O & G,GASTOS DE OFICINA,,523003,EVENTOS CORPORATIVOS,Overhead Meals & Entertainment
EGRESOS,O & G,GASTOS DE OFICINA,,523004,DIFERENCIA DE CENTAVOS,Other expenses
EGRESOS,O & G,GASTOS DE OFICINA,,523005,PAPELERIA E IMPRESIONES,Office Supplies
EGRESOS,O & G,GASTOS DE OFICINA,,523006,GASTOS VARIOS ,Other expenses
EGRESOS,O & G,GASTOS DE OFICINA,,523007,GASTOS DE MOVILIDAD,Taxi
EGRESOS,O & G,GASTOS DE OFICINA,,523008,REFRIGERIOS INSUMOS COCINA BAÑO Y CAFETERIA,Office Supplies
EGRESOS,O & G,GASTOS DE OFICINA,,523009,GASTOS LEGALES,Legal Expense
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,523010,GASTOS NO FACTURABLES A CLIENTES,Non-billable Client Prod Expense
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,524001,MATERIALES PARA PRESENTACIONES,Overhead Meals & Entertainment
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,524002,ATENCIONES A TERCEROS,Client Gifts
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,524003,DONACIONES,Donations
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,524004,GASTOS RODADOS,Taxi
EGRESOS,O & G,OCCUPANCY,,524005,GASTOS DE MANTENIMIENTO,Repairs and Maintenance Expense
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,524006,PATENTES RODADOS,Taxi
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525001,HON.AUDITORIA E IMPUESTOS,CPA Expense
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525002,HONORARIOS SISTEMAS Y COMP.IT,SUBSCRIPTIONS
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525003,HONORARIOS LEGALES,Legal Services
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525005,CERTIFICACIONES,Legal Expense
EGRESOS,O & G,GASTOS DE OFICINA,,525006,"DIARIOS,REVISTAS Y SUSCRIP.",SUBSCRIPTIONS
EGRESOS,O & G,GASTOS DE OFICINA,,525007,CUOTAS DE ASOCIACIONES,SUBSCRIPTIONS
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525008,HON. POR SERVICIO DE ARTE Y PRODUCCION,COS - Production
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525009,HONORARIOS CONTABLES IMPOSITIVOS,CPA Expense
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,525011,FESTIVALES PUBLICITARIOS,SUBSCRIPTIONS
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,525012,GASTOS DE REPRESENTACION,Overhead Meals & Entertainment
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,525013,ENTRETENIMIENTO Y HR + REFRIGERIOS,Other expenses
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,525014,NEW BUSINESSES,New Business Expense
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525015,HONORARIOS PROFES. EXTRAORDINARIOS,Professional Fee Expense
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525016,HONORARIOS PROFES. VARIOS,Professional Fee Expense
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525017,HONORARIOS DE AUDITORIA,CPA Expense
EGRESOS,O & G,SERVICIOS PROFESIONALES,,525018,HONORARIOS de COORDINACION DE CLIENTES,Professional Fee Expense
EGRESOS,O & G,IT & COMMUNICATIONS,,526001,SERVICIO DE INTERNET,Mobile Phone/Internet
EGRESOS,O & G,IT & COMMUNICATIONS,,526002,ALQUILERES DE EQUIPOS,Equipment Lease Expense
EGRESOS,O & G,IT & COMMUNICATIONS,,526003,INSUMOS y GASTOS COMPUTACION,Repairs and Maintenance Expense
EGRESOS,O & G,IT & COMMUNICATIONS,,526004,TELEFONOS Y COMUNICACIONES,Mobile Phone/Internet
EGRESOS,O & G,IT & COMMUNICATIONS,,526005,TELEFONIA CELULAR,Mobile Phone/Internet
EGRESOS,O & G,IT & COMMUNICATIONS,,526006,SERVICIO DE CABLE,Mobile Phone/Internet
EGRESOS,O & G,IT & COMMUNICATIONS,,526007,LICENCIAS DE SOFTWARE,SUBSCRIPTIONS
EGRESOS,O & G,IT & COMMUNICATIONS,,526008,LICENCIAS DE SUSCRIPCIONES,SUBSCRIPTIONS
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527001,IMPUESTO LEY 25413,Taxes & Licenses
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527002,GASTOS BANCARIOS,Bank Fees
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527003,INTERESES POR PRESTAMOS,Bank Fees
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527004,DIFERENCIA DE CAMBIO,Bank Fees
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527005,INTERESES FINANCIEROS ,Bank Fees
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527006,INTERESES BANCARIOS,Bank Fees
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527007,GASTOS Y COMISIONES TARJETAS,Credit Card Expense
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527008,OTROS SEGUROS,Insurance Expense
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527009,SEGUROS,Insurance Expense
EGRESOS,IMPUESTOS,IMPUESTOS,,527010,RECUPERO IMPUESTO,Taxes & Licenses
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527011,INTERESES X PRESTAMOS BANCARIOS,Bank Fees
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527012,SEGUROS RODADOS,Insurance Expense
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527013,SEGUROS CAUCION DIRECTORES,Insurance Expense
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527014,SEGUROS DE SEPELIO,Insurance Expense
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527015,IMP A LOS SELLOS,Taxes & Licenses
EGRESOS,O & G,IMPUESTOS,,527016,INTERESES AFIP,Taxes & Iicenses
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527017,RECPAM (Res x exp al cbio en el pod adq de la mon),Other expenses
EGRESOS,O & G,IMPUESTOS,,527018,INTERESES IIBB,Taxes & Iicenses
EGRESOS,O & G,IMPUESTOS,,527019,INTERESES POR RECARGO,Taxes & Iicenses
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527110,SEGURO INCENDIO,Insurance Expense
EGRESOS,O & G,CARGOS BANCARIOS & SEGUROS,,527111,GASTOS BANCARIOS PAGOS-COBRANZAS EXT,Bank Fees
EGRESOS,O & G,SERVICIOS PROFESIONALES,,528001,PUBLICIDAD INSTITUCIONAL,Agency Community
EGRESOS,O & G,OTROS,,528002,VIAJES EXT Y EXPOSICIONES,Overhead Travel
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,528003,SERVICIO DE CONTROL DE MEDIOS,COS - Media Default
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,528004,COSTO X SERV DE ARTE Y MATERIALES,COS - Production
EGRESOS,O & G,OTROS,,528005,DEUDAS INCOBRABLES,Bad Debt Expense
EGRESOS,O & G,OTROS,,528006,JUICIOS Y LITIGIOS,Legal Expense
EGRESOS,O & G,OTROS,,528007,HONORARIOS FCB LATAM,Professional Fee Expense
EGRESOS,O & G,GASTOS DE REPRESENTACION Y PR,,528008,COSTOS POR SERVICIO DE ARTE Y PRODUCCION,COS - Production
EGRESOS,O & G,OTROS,,528009,SALIDAS NO DOCUMENTADAS,Other expenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531001,IMP.A LAS GANANCIAS,Taxes & Iicenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531002,TASA ANUAL COMFER,Taxes & Iicenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531003,MORATORIAS ,Taxes & Iicenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531004,IMPUESTOS VARIOS,Taxes & Iicenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531005,IMP A LOS SELLOS,Taxes & Iicenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531006,IMP.s/ INGRESOS BRUTOS C.A.B.A.,Taxes & Iicenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531007,IMP.s/ INGRESOS BRUTOS BS.AS.,Taxes & Iicenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531008,IMPUESTOS TASAS Y CONTRIBUCIONES IGJ,Taxes & Iicenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531009,DERECHOS DE EXPORTACION,Taxes & Iicenses
EGRESOS,IMPUESTOS,IMPUESTOS,,531011,IMP.A LOS BS PERSONALES SOCIETARIOS,Taxes & Iicenses
